row_id,poverty_probability
228,0.049
229,0.447
230,0.732
231,0.205
232,0.071
233,0.267
234,0.95
235,0.826
236,0.843
237,0.999
238,0.796
239,0.987
240,0.333
241,0.216
242,0.548
243,0.967
244,0.925
245,0.875
246,0.843
247,0.449
248,0.95
249,0.216
250,0.715
251,0.63
252,0.492
253,0.387
254,0.268
255,0.321
256,0.404
257,0.453
258,0.728
259,0.523
260,0.715
261,0.686
262,0.949
263,0.728
264,0.99
265,0.785
266,0.95
267,0.071
268,0.071
269,0.843
270,0.105
271,0.751
272,0.796
273,0.826
274,0.216
275,0.755
276,0
277,0.992
278,0.482
279,0.449
280,0.342
281,0.6
282,0.879
283,0.63
284,0.507
285,0.027
286,0.843
287,0.183
288,0.282
289,0.984
290,0.216
291,0.321
292,0.569
293,0.97
294,0.846
295,0.768
296,0.321
297,0.268
298,0.394
299,0.482
300,0.404
301,0.895
302,0.482
303,0.772
304,0.925
305,0.772
306,0.612
307,0.64
308,0.743
309,0.031
310,0.604
311,0.409
312,0.26
313,0.895
314,0.492
315,0.895
316,0.454
317,0.99
318,0.604
319,0.216
320,0.506
321,0.268
322,0.031
323,0.895
324,0.482
325,0.071
326,0.929
327,0.895
328,0.26
329,0.394
330,0.409
331,0.035
332,0.191
333,0.949
334,0.081
335,0.664
336,0.26
337,0.686
338,0.895
339,0.453
340,0.895
341,0.268
342,0.876
343,0.492
344,0.507
345,0.95
346,0.63
347,0.449
348,0.482
349,0.216
350,0.757
351,0.957
352,0.339
353,0.035
354,0.686
355,0.967
356,0.608
357,0.132
358,0.591
359,0.154
360,0.826
361,0.728
362,0.161
363,0.507
364,0.957
365,0.728
366,0.409
367,0.95
368,0.843
369,0.482
370,0.664
371,0.97
372,0.849
373,0.949
374,0.492
375,0.339
376,0.132
377,0.967
378,0.785
379,0.846
380,0.846
381,0.267
382,0.604
383,0.482
384,0.447
385,0.757
386,0.772
387,0.939
388,0.633
389,0.612
390,0.569
391,0.049
392,0.604
393,0.482
394,0.879
395,0.633
396,0.785
397,0.868
398,0.957
399,0.983
400,0.969
401,0.453
402,0.453
403,0.903
404,0.63
405,0.333
406,0.929
407,0.843
408,0.997
409,0.232
410,0.548
411,0.447
412,0.664
413,0.191
414,0.975
415,0.333
416,0.548
417,0.728
418,0.992
419,0.117
420,0.132
421,0.453
422,0.915
423,0.982
424,0.715
425,0.612
426,0.482
427,0.333
428,0.6
429,0.755
430,0.97
431,0.6
432,0
433,0.454
434,0.569
435,0.939
436,0.969
437,0.95
438,0.875
439,0.027
440,0.728
441,0.191
442,0.633
443,0.515
444,0.895
445,0.96
446,0.964
447,0.772
448,0.732
449,0.049
450,0.191
451,0.548
452,0.895
453,0.633
454,0.915
455,0.879
456,0.981
457,0.886
458,0.732
459,0.846
460,0.852
461,0.732
462,0.447
463,0.97
464,0.732
465,0.915
466,0.964
467,0.949
468,0.915
469,0.895
470,0.267
471,0.883
472,0.185
473,0.035
474,0.89
475,0.268
476,0.967
477,0.757
478,0.925
479,0.982
480,0.453
481,0.772
482,0.437
483,0.785
484,0.584
485,0.772
486,0.321
487,0.97
488,0.123
489,0.994
490,0.849
491,0.191
492,0.939
493,0.97
494,0.785
495,0.755
496,0.97
497,0.95
498,0.796
499,0.772
500,0.99
501,0.216
502,0.925
503,0.987
504,0.715
505,0.633
506,0.671
507,0.95
508,0.031
509,0.523
510,0.604
511,0.268
512,0.982
513,0.967
514,0.946
515,1
516,0.755
517,0.929
518,0.506
519,0.453
520,0.324
521,0.846
522,0.95
523,0.031
524,0.282
525,0.846
526,0.63
527,0.117
528,0.879
529,0.409
530,0.409
531,0.732
532,0.843
533,0.671
534,0.97
535,0.895
536,0.715
537,0.987
538,0.964
539,0.608
540,0.95
541,0.728
542,0.846
543,0.079
544,0.574
545,0.507
546,0.929
547,0.715
548,0.86
549,0.964
550,0.409
551,0.232
552,0.949
553,0.982
554,0.895
555,0.456
556,0.826
557,0.732
558,0.97
559,0.026
560,0.957
561,0.95
562,0.489
563,0.925
564,0.342
565,0.409
566,0.895
567,0.6
568,0.507
569,0.961
570,0.879
571,0.886
572,0
573,0.447
574,0.309
575,0.339
576,0.97
577,0.939
578,0.456
579,0.183
580,0.925
581,0.268
582,0.728
583,0.117
584,0.895
585,0.409
586,0.612
587,0.715
588,0.105
589,0.751
590,0.321
591,0.191
592,0.191
593,0.894
594,0.342
595,0.785
596,0.63
597,0.216
598,0.453
599,0.967
600,0.715
601,0.814
602,0.967
603,0.97
604,0.732
605,0.604
606,0.796
607,0.185
608,0.843
609,0.915
610,0.394
611,0.191
612,0.604
613,0.785
614,0.915
615,0.849
616,0.772
617,0.875
618,0.404
619,0.6
620,0.26
621,0.879
622,0.241
623,0.97
624,0.604
625,0.574
626,0.132
627,0.772
628,0.456
629,0.728
630,0.557
631,0.914
632,0.849
633,0.843
634,0.584
635,0.728
636,0.849
637,0.772
638,0.983
639,0.715
640,0.875
641,0.886
642,0.849
643,0.826
644,0.342
645,0.604
646,0.584
647,0.95
648,0.894
649,0.95
650,0.843
651,0.355
652,0.017
653,0.875
654,0.895
655,0.54
656,0.796
657,0.591
658,0.915
659,0
660,0.456
661,0.785
662,0.548
663,0.732
664,0.453
665,0.449
666,0.969
667,0
668,0.732
669,0.321
670,0.732
671,0.557
672,0.846
673,0.895
674,0.785
675,0.664
676,0.105
677,0.241
678,0.453
679,0.035
680,0.295
681,0.608
682,0.447
683,0.915
684,0.895
685,0.97
686,0.185
687,0.883
688,0.757
689,0.132
690,0.849
691,0.26
692,0.031
693,0.612
694,0.987
695,0.715
696,0.97
697,0.394
698,0.342
699,0.449
700,0.633
701,0.333
702,0.449
703,0.584
704,0.123
705,0.185
706,0.846
707,0.875
708,0.939
709,0.557
710,0.333
711,0.757
712,0.772
713,0.664
714,0.049
715,0
716,0.755
717,0.997
718,0.394
719,0.584
720,0.492
721,0
722,0.569
723,0.826
724,0.957
725,0.447
726,0.843
727,0.957
728,0.969
729,0.715
730,0.894
731,0.846
732,0.895
733,0.967
734,0.253
735,1
736,0.876
737,0.728
738,0.715
739,0.925
740,0.751
741,0.772
742,0.482
743,0.569
744,0.755
745,0.591
746,0.964
747,0.772
748,0.049
749,0.914
750,0.895
751,0.027
752,0.915
753,0.132
754,0.757
755,0.886
756,0.355
757,0.507
758,0.282
759,0.232
760,0.728
761,0.612
762,0.728
763,0.961
764,0.969
765,0.785
766,0.548
767,0.99
768,0.946
769,0.453
770,0.282
771,0.447
772,0.569
773,0.191
774,0.191
775,0.803
776,0.63
777,0.42
778,0.321
779,0.523
780,0.792
781,0.915
782,0.63
783,0.97
784,0.728
785,0.772
786,0.355
787,0.342
788,0.321
789,0.961
790,0.295
791,0.63
792,0.584
793,0.268
794,0.63
795,0.879
796,0.321
797,0.967
798,0.309
799,0.751
800,0.95
801,0.492
802,0.886
803,0.232
804,0.732
805,0.447
806,0.895
807,0.409
808,0.515
809,0.732
810,0.849
811,0.785
812,0.894
813,0.071
814,0.42
815,0.026
816,0
817,0.938
818,0.949
819,0.751
820,0.482
821,0.875
822,0.268
823,0.895
824,0.915
825,0.969
826,0.849
827,0.035
828,0.342
829,0.826
830,0.715
831,0.449
832,0.915
833,0.949
834,0.612
835,0.191
836,0.049
837,0.409
838,0.728
839,0.664
840,0.342
841,0.26
842,0.895
843,0.97
844,0.895
845,0.961
846,0.751
847,0.492
848,0.453
849,0.879
850,0.449
851,0.612
852,0.967
853,0.42
854,0.492
855,0.852
856,0.895
857,0.997
858,0.715
859,0.591
860,0.295
861,0.961
862,0.977
863,0.26
864,0.216
865,0.894
866,0.437
867,0.191
868,0.321
869,0.557
870,0.715
871,0.604
872,0.63
873,0.785
874,0.453
875,0.409
876,0.796
877,0.957
878,0.449
879,0.507
880,0.453
881,0.342
882,0.28
883,0.64
884,0.826
885,0.515
886,0.929
887,0.751
888,0.404
889,0.826
890,0.895
891,0.715
892,0.105
893,0.99
894,0.584
895,0.785
896,0.523
897,0.957
898,0.915
899,0.925
900,0.715
901,0.63
902,0.049
903,0.268
904,0.949
905,0.757
906,0.6
907,0.409
908,0.132
909,0.785
910,0.54
911,0.449
912,0.664
913,0.145
914,0.447
915,0.772
916,0.875
917,0.895
918,0.482
919,0.122
920,0.843
921,0.557
922,0.664
923,0.612
924,0.95
925,0.409
926,0.876
927,0.548
928,0.999
929,0.191
930,0.929
931,0.846
932,0.482
933,0.939
934,0.97
935,0.342
936,0.268
937,0.079
938,0.796
939,1
940,0.886
941,0.295
942,0.95
943,0.961
944,0.879
945,0.768
946,0.282
947,0.63
948,0.437
949,0.604
950,0.267
951,0.26
952,0.95
953,0.492
954,0.843
955,0.394
956,0.449
957,0.886
958,0.949
959,0.728
960,0.757
961,0.803
962,0.584
963,0.664
964,0.268
965,0.482
966,0.035
967,0.929
968,0.612
969,0.355
970,0.895
971,0.342
972,0
973,0.732
974,0.6
975,0.071
976,0.97
977,0.999
978,0.216
979,0.715
980,0.604
981,0.949
982,0.728
983,0.755
984,0.604
985,0.886
986,0
987,0.975
988,0.785
989,0.633
990,0.772
991,0.185
992,0.267
993,0.453
994,0.339
995,0.967
996,0.824
997,0.253
998,0.886
999,0.957
1000,0.824
1001,0.846
1002,0.507
1003,0.95
1004,0.656
1005,0.368
1006,0.983
1007,0.624
1008,0.95
1009,0.453
1010,0.321
1011,0.78
1012,0.772
1013,0.548
1014,0.506
1015,0.612
1016,0.26
1017,0.027
1018,0.6
1019,0
1020,0.751
1021,0.949
1022,0.715
1023,0.894
1024,0.95
1025,0.633
1026,0.584
1027,0.079
1028,0.772
1029,0.604
1030,0.894
1031,0.185
1032,0.515
1033,0.97
1034,0.843
1035,0.26
1036,0.409
1037,0.071
1038,0.394
1039,0.633
1040,0.939
1041,0.105
1042,0.715
1043,0.97
1044,0.843
1045,0.049
1046,0.604
1047,0.515
1048,0.732
1049,0.453
1050,0.757
1051,0.772
1052,0.925
1053,0.664
1054,0.95
1055,0.035
1056,0.967
1057,0.482
1058,0.371
1059,0.604
1060,0.449
1061,0.584
1062,0.929
1063,0.915
1064,0.757
1065,0.071
1066,0.492
1067,0.843
1068,0.879
1069,0.757
1070,0.671
1071,0.117
1072,0.569
1073,0.852
1074,0.105
1075,0.957
1076,0.846
1077,0.342
1078,0.715
1079,0.895
1080,0.875
1081,0.843
1082,0.751
1083,0.95
1084,0.049
1085,0.268
1086,0.321
1087,0.64
1088,0.132
1089,0.95
1090,0.523
1091,0.191
1092,0.957
1093,0.97
1094,0.967
1095,0.875
1096,0.342
1097,0.017
1098,0.852
1099,0.333
1100,0.886
1101,0.879
1102,0.342
1103,0.117
1104,0.42
1105,0.768
1106,0.914
1107,0
1108,0.95
1109,0.772
1110,0.879
1111,0.671
1112,0.471
1113,0.981
1114,0.915
1115,0.035
1116,0.295
1117,0.569
1118,0.969
1119,0.035
1120,0.027
1121,0.656
1122,0.506
1123,0.548
1124,0.875
1125,0.604
1126,0.664
1127,0.751
1128,0.99
1129,0.117
1130,0.105
1131,0.409
1132,0.843
1133,0.95
1134,1
1135,0.268
1136,0.751
1137,0.321
1138,0.447
1139,0.664
1140,0.994
1141,0.715
1142,0.715
1143,0.939
1144,0.368
1145,0.492
1146,0.492
1147,0.282
1148,0.757
1149,0.983
1150,0.757
1151,0.163
1152,0.849
1153,0.105
1154,0.914
1155,0.785
1156,0.081
1157,0.732
1158,0.982
1159,0.95
1160,0.185
1161,0.949
1162,0.612
1163,0.97
1164,0.387
1165,0.507
1166,0.846
1167,0.914
1168,0.875
1169,0.437
1170,0.909
1171,0.612
1172,0.161
1173,0.548
1174,0.117
1175,0.732
1176,0.969
1177,0.915
1178,0.071
1179,0.54
1180,0.339
1181,0.253
1182,0.915
1183,0.879
1184,0.957
1185,0.967
1186,0.768
1187,0.969
1188,0.755
1189,0.584
1190,0.548
1191,0.751
1192,0.355
1193,0.035
1194,0.751
1195,0.879
1196,0.772
1197,0.967
1198,0.191
1199,0.875
1200,0.453
1201,0.161
1202,0.755
1203,0.324
1204,0.482
1205,0.875
1206,0.757
1207,0.604
1208,0.732
1209,0.449
1210,0.886
1211,0.824
1212,0.895
1213,0.964
1214,0.453
1215,0.757
1216,0.757
1217,0.26
1218,0.449
1219,0.664
1220,0.755
1221,0.447
1222,0.035
1223,0.355
1224,0.996
1225,0.612
1226,0.755
1227,0.271
1228,0.035
1229,0.523
1230,0.997
1231,0.826
1232,0.792
1233,0
1234,0.768
1235,0.185
1236,0.28
1237,0.453
1238,0.548
1239,0.333
1240,0.768
1241,0.035
1242,0.267
1243,0.686
1244,0.78
1245,0.915
1246,0.394
1247,0.017
1248,0.929
1249,0.081
1250,0.456
1251,0.834
1252,0.035
1253,0.95
1254,0.664
1255,0.173
1256,0.757
1257,0.321
1258,0.492
1259,0.843
1260,0.757
1261,0.471
1262,0.95
1263,0.591
1264,0.253
1265,0.339
1266,0.656
1267,0.757
1268,0.333
1269,0.987
1270,0.507
1271,0.664
1272,0.732
1273,0.506
1274,0.772
1275,0.757
1276,0.394
1277,0.949
1278,0.216
1279,0.492
1280,0.732
1281,0.715
1282,0.715
1283,0.612
1284,0.732
1285,0.664
1286,0.895
1287,0.105
1288,0.216
1289,0.785
1290,0.492
1291,0.523
1292,0.216
1293,0.957
1294,0.97
1295,0.321
1296,0.049
1297,0.191
1298,0
1299,0.915
1300,0.079
1301,0.879
1302,0.879
1303,0.768
1304,0.796
1305,0.732
1306,0.715
1307,0.846
1308,0.772
1309,0.035
1310,0.031
1311,0.785
1312,0.715
1313,0.26
1314,0.548
1315,0.333
1316,0
1317,0.492
1318,0.584
1319,0.394
1320,0.633
1321,0.755
1322,0.983
1323,0.449
1324,0.282
1325,0.027
1326,0.515
1327,0.715
1328,0.982
1329,0.117
1330,0.915
1331,0.282
1332,0.796
1333,0.751
1334,0.26
1335,0.876
1336,0.886
1337,0.191
1338,0.569
1339,0.929
1340,0.701
1341,0.914
1342,0.886
1343,0.751
1344,0.449
1345,0.671
1346,0.232
1347,0.895
1348,0.548
1349,0.282
1350,1
1351,0.95
1352,0.939
1353,0.216
1354,0.492
1355,0.321
1356,0.977
1357,0.031
1358,0.132
1359,0.967
1360,0.755
1361,0.515
1362,0.612
1363,0.849
1364,0.161
1365,0.671
1366,0.785
1367,0.612
1368,0.95
1369,0.624
1370,0.612
1371,0.368
1372,0.492
1373,0.271
1374,0.97
1375,0.185
1376,0.915
1377,0.031
1378,0.454
1379,0.268
1380,0.755
1381,0.26
1382,0.86
1383,0.216
1384,0.026
1385,0.939
1386,0.456
1387,0.914
1388,0.633
1389,0.105
1390,0.875
1391,0.886
1392,0.492
1393,0.849
1394,0.321
1395,0.071
1396,0.95
1397,0.95
1398,0.216
1399,0.507
1400,0.834
1401,0.95
1402,0.026
1403,0.757
1404,0.97
1405,0.453
1406,0.548
1407,1
1408,0.409
1409,0.569
1410,0.846
1411,0.982
1412,0.604
1413,0.95
1414,0.967
1415,0.957
1416,0.895
1417,0.715
1418,0.453
1419,0.027
1420,0.409
1421,0.915
1422,0.915
1423,0.96
1424,0.92
1425,0.437
1426,0.132
1427,0.368
1428,0.63
1429,0.961
1430,0.97
1431,0.849
1432,0.826
1433,0.569
1434,0.732
1435,0.868
1436,0.079
1437,0.772
1438,0.506
1439,0.282
1440,0.686
1441,0.447
1442,0.728
1443,0.914
1444,0.895
1445,0.612
1446,0
1447,0.686
1448,0.894
1449,0.757
1450,0.983
1451,0.633
1452,0.371
1453,0
1454,0.515
1455,0.183
1456,0.879
1457,0.608
1458,0.482
1459,0.964
1460,0.105
1461,0.915
1462,0.584
1463,0.879
1464,0.28
1465,0.216
1466,0.886
1467,0.981
1468,0.915
1469,0.929
1470,0.608
1471,0.342
1472,0.604
1473,0.732
1474,0.732
1475,1
1476,0.515
1477,0.95
1478,0.027
1479,0.333
1480,0.961
1481,0.796
1482,0.447
1483,0.999
1484,0.295
1485,0.64
1486,0.755
1487,0.447
1488,0.339
1489,0.26
1490,0.975
1491,0.079
1492,0.185
1493,0.796
1494,0.26
1495,0.492
1496,0.342
1497,0.97
1498,0.071
1499,0.633
1500,0.282
1501,0.796
1502,0.664
1503,0.97
1504,0.449
1505,0.612
1506,0.548
1507,0.732
1508,0.894
1509,0.569
1510,0.701
1511,0.846
1512,0.939
1513,0.728
1514,0.132
1515,0.027
1516,0.757
1517,0.64
1518,0.982
1519,0.824
1520,0.843
1521,0.584
1522,0.371
1523,0.929
1524,0.879
1525,0.772
1526,0.482
1527,0.671
1528,0.895
1529,0.715
1530,0.895
1531,0.95
1532,0.982
1533,0.268
1534,0.031
1535,0.492
1536,0.515
1537,0.957
1538,0.612
1539,0.355
1540,0.772
1541,0.453
1542,0.105
1543,0.409
1544,0.929
1545,0.664
1546,0.604
1547,0.664
1548,0.271
1549,0.268
1550,0.507
1551,0.879
1552,0.282
1553,0.664
1554,0.826
1555,0.664
1556,0.969
1557,0.728
1558,0.95
1559,0.132
1560,0.895
1561,0.453
1562,0.95
1563,0.997
1564,0.63
1565,0.482
1566,0.757
1567,0.216
1568,0.569
1569,0.849
1570,0.715
1571,0.482
1572,0.849
1573,0.757
1574,0.216
1575,0.664
1576,0.017
1577,0.049
1578,0.612
1579,0.886
1580,0.28
1581,0.447
1582,0.969
1583,0.772
1584,0.604
1585,0.342
1586,0.886
1587,0.489
1588,0.309
1589,0.449
1590,0.216
1591,0.755
1592,0.216
1593,0.145
1594,0.394
1595,0.969
1596,0.409
1597,0.515
1598,0.6
1599,0.961
1600,0.886
1601,0.715
1602,0.612
1603,0.471
1604,0.664
1605,0.843
1606,0.608
1607,0.569
1608,0.952
1609,0.929
1610,0.757
1611,0.6
1612,0.728
1613,0.471
1614,0.967
1615,0.95
1616,0.751
1617,0.715
1618,0.849
1619,0.122
1620,0.849
1621,0.987
1622,0.846
1623,0.757
1624,0.796
1625,0.949
1626,0.105
1627,0.95
1628,0.63
1629,0.846
1630,0.756
1631,0.969
1632,0.574
1633,0.569
1634,0.507
1635,0.449
1636,0.914
1637,0.339
1638,0.732
1639,0.843
1640,0.846
1641,0.987
1642,0.482
1643,0.268
1644,0.54
1645,0.868
1646,0.371
1647,0.454
1648,0.079
1649,0.796
1650,0.97
1651,0.751
1652,0.191
1653,0.963
1654,0.796
1655,0.394
1656,0.049
1657,0.6
1658,0.449
1659,0.26
1660,0.894
1661,0.612
1662,0.123
1663,0.846
1664,0.569
1665,0.949
1666,0.96
1667,0.633
1668,0.967
1669,0.282
1670,0.894
1671,0.967
1672,0.492
1673,0.42
1674,0.515
1675,0.915
1676,0.584
1677,0.122
1678,0.846
1679,0.633
1680,0.027
1681,0.268
1682,0.86
1683,0.268
1684,0.271
1685,0.342
1686,0.969
1687,0.879
1688,0.437
1689,0.548
1690,0.732
1691,0.849
1692,0.796
1693,0.772
1694,0.894
1695,0.268
1696,0.895
1697,0.757
1698,0.071
1699,0.886
1700,0.371
1701,0.267
1702,0.117
1703,0.967
1704,0.994
1705,0.915
1706,0.868
1707,0.967
1708,0.355
1709,0.191
1710,0.216
1711,0.26
1712,0.321
1713,0.633
1714,0.772
1715,0.584
1716,0.584
1717,0.453
1718,0.071
1719,0.031
1720,0.071
1721,0.42
1722,0
1723,0.846
1724,0.449
1725,0.728
1726,0.664
1727,0.031
1728,0.63
1729,0.321
1730,0.929
1731,0.949
1732,0.271
1733,0.271
1734,0.161
1735,0.26
1736,0.664
1737,0.796
1738,0.96
1739,0.981
1740,0.482
1741,0.715
1742,0.035
1743,0.895
1744,0.96
1745,0.333
1746,0.453
1747,0.796
1748,0.957
1749,0.949
1750,0.548
1751,0
1752,0.97
1753,0
1754,0.785
1755,0.728
1756,0.569
1757,0.282
1758,0.604
1759,0.191
1760,0.664
1761,0.295
1762,0.548
1763,0.117
1764,0.049
1765,0.456
1766,0.321
1767,0.557
1768,0.604
1769,0.64
1770,0.656
1771,0.97
1772,0
1773,0.996
1774,0.785
1775,0.929
1776,0.772
1777,0.321
1778,0.95
1779,0.994
1780,0.95
1781,0.132
1782,0
1783,0.548
1784,0.071
1785,0.886
1786,0.843
1787,0.295
1788,0.449
1789,0.751
1790,0.967
1791,0.612
1792,0.569
1793,0.161
1794,0.728
1795,0.796
1796,0.515
1797,0
1798,0.757
1799,0.728
1800,0.964
1801,0.268
1802,0.895
1803,0.492
1804,0.548
1805,0.282
1806,0.608
1807,0.875
1808,0.63
1809,0.64
1810,0.796
1811,0.515
1812,0.785
1813,0.453
1814,0.394
1815,0.612
1816,0.321
1817,0.952
1818,0.826
1819,0.957
1820,0.574
1821,0.664
1822,0.97
1823,0.846
1824,0.729
1825,0.342
1826,0.939
1827,0.895
1828,0.886
1829,0.757
1830,0.755
1831,0.756
1832,0.949
1833,0.852
1834,0.216
1835,0.992
1836,0
1837,0.482
1838,0.757
1839,0.447
1840,0.785
1841,0.612
1842,0.875
1843,0.772
1844,0.132
1845,0.035
1846,0.849
1847,0.995
1848,0.785
1849,0.471
1850,0.449
1851,0.507
1852,0.967
1853,0.961
1854,0.939
1855,0.271
1856,0.453
1857,0.449
1858,0.409
1859,0.63
1860,0.938
1861,0.507
1862,0.342
1863,0.852
1864,0.728
1865,0.671
1866,0.449
1867,0.852
1868,0.95
1869,0.796
1870,0.633
1871,0.282
1872,0.394
1873,0.895
1874,0.796
1875,0.846
1876,0.324
1877,0.785
1878,0.027
1879,0.6
1880,0.949
1881,0.715
1882,0.437
1883,0.26
1884,0.757
1885,0.879
1886,0.191
1887,0.894
1888,0.584
1889,0.309
1890,0.814
1891,0.191
1892,0.027
1893,0.035
1894,0.826
1895,0.792
1896,0.964
1897,0.035
1898,0.633
1899,0.453
1900,0.027
1901,1
1902,0.99
1903,0.846
1904,0.915
1905,0.826
1906,0.482
1907,0.604
1908,0.515
1909,0.117
1910,0.321
1911,0.894
1912,0.295
1913,0.161
1914,0.612
1915,0.584
1916,0.117
1917,0.772
1918,0.982
1919,0.282
1920,0.686
1921,1
1922,0.342
1923,0.967
1924,0.915
1925,0.105
1926,0.983
1927,0.482
1928,0.523
1929,0.6
1930,0.122
1931,0.26
1932,0.796
1933,0.268
1934,0.967
1935,0.728
1936,0.604
1937,0.492
1938,0.612
1939,0.895
1940,0.071
1941,0.715
1942,0.507
1943,0.604
1944,0.879
1945,0.743
1946,0.63
1947,0.506
1948,0.999
1949,0.456
1950,0.728
1951,0.728
1952,0.271
1953,0.031
1954,0.671
1955,0.772
1956,0.117
1957,0.876
1958,0.732
1959,0.282
1960,0.664
1961,0.117
1962,0.26
1963,0.161
1964,0.949
1965,0.999
1966,0.929
1967,0.584
1968,0.232
1969,0.282
1970,0.6
1971,0.584
1972,0.394
1973,0.482
1974,0.751
1975,0.715
1976,0.507
1977,0.633
1978,0.447
1979,0.191
1980,0
1981,0.454
1982,0.967
1983,0.409
1984,0.846
1985,0.271
1986,0.507
1987,0.027
1988,0.796
1989,0.492
1990,0.757
1991,0.241
1992,0.939
1993,0.584
1994,0.624
1995,0.772
1996,0.785
1997,0.633
1998,0.964
1999,0.633
2000,0.447
2001,0.886
2002,0.715
2003,0.728
2004,0.846
2005,0.584
2006,0.967
2007,0.071
2008,0.701
2009,0.967
2010,0.321
2011,0.191
2012,0.017
2013,0.321
2014,0.342
2015,0.633
2016,0.772
2017,0.95
2018,0.728
2019,0.6
2020,0.216
2021,0.757
2022,0.031
2023,0.751
2024,0.453
2025,0.894
2026,0.409
2027,0.63
2028,0.492
2029,0.95
2030,0.191
2031,0.849
2032,0.482
2033,0.633
2034,0.949
2035,0.548
2036,0.612
2037,0.471
2038,0.031
2039,0.557
2040,0.42
2041,0.612
2042,0.031
2043,0.228
2044,0.482
2045,0.875
2046,0.612
2047,0.105
2048,0.826
2049,0.975
2050,0.849
2051,0.507
2052,0.849
2053,0.584
2054,0.879
2055,0.122
2056,0.604
2057,0.591
2058,0.728
2059,0.515
2060,0.846
2061,0.409
2062,0.507
2063,0.732
2064,0.981
2065,0.981
2066,0.355
2067,0.515
2068,0.387
2069,0.191
2070,0.967
2071,0.449
2072,0.732
2073,0.894
2074,0.321
2075,0.846
2076,1
2077,0.939
2078,0.732
2079,0.95
2080,0.95
2081,0.342
2082,0.925
2083,0.404
2084,0.105
2085,0.949
2086,0.471
2087,0.875
2088,0.506
2089,0.97
2090,0.95
2091,0.983
2092,0.454
2093,0.879
2094,0.875
2095,0.271
2096,0.915
2097,0.755
2098,0.557
2099,0.507
2100,0.967
2101,0.268
2102,0.105
2103,0.017
2104,0.071
2105,0.664
2106,0.99
2107,0.875
2108,0.879
2109,0.843
2110,0.97
2111,0.967
2112,0.715
2113,0.574
2114,0.875
2115,0.729
2116,0.132
2117,0.95
2118,0.321
2119,0.95
2120,0.915
2121,0.437
2122,0.846
2123,0.449
2124,0
2125,0.796
2126,0.409
2127,0.97
2128,0.482
2129,0.95
2130,0.163
2131,0.6
2132,0.355
2133,0.949
2134,0.295
2135,0.875
2136,0.6
2137,0.612
2138,0.875
2139,0.449
2140,0.994
2141,0.447
2142,0.785
2143,0.929
2144,0.368
2145,0.6
2146,0.268
2147,0.185
2148,0.756
2149,0.826
2150,0.6
